Title: The refractive index of amorphous and crystalline water ice in the UV-vis 
Authors: Kofman V., He J., ten Kate I.L., Linnartz H. 
Table: Specific refraction, R(lambda), and refractive index, n(lambda) over 
    the studied temperature and wavelength range
================================================================================
Byte-by-byte Description of file: apjab0d89t2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label    Explanations
--------------------------------------------------------------------------------
   1-  5 F5.1   nm      lambda   wavelength, nm
   7- 12 F6.4   ---     Rl       specific refraction, R(lambda)
  14- 19 F6.4   ---   e_Rl       Uncertainty in Rl
  21- 26 F6.4   ---     nl-10K   refractive index, n(lambda), at 10 K
  28- 33 F6.4   ---     nl-30K   refractive index, n(lambda), at 30 K
  35- 40 F6.4   ---     nl-50K   refractive index, n(lambda), at 50 K
  42- 47 F6.4   ---     nl-70K   refractive index, n(lambda), at 70 K
  49- 54 F6.4   ---     nl-90K   refractive index, n(lambda), at 90 K
  56- 61 F6.4   ---     nl-110K  refractive index, n(lambda), at 110 K
  63- 68 F6.4   ---     nl-130K  refractive index, n(lambda), at 130 K
  70- 75 F6.4   ---     nl-150K  refractive index, n(lambda), at 150 K
--------------------------------------------------------------------------------
310.8 0.2218 0.0016 1.2029 1.2219 1.2411 1.2605 1.2802 1.3001 1.3203 1.3321 
311.4 0.2218 0.0016 1.2028 1.2218 1.2410 1.2604 1.2801 1.3000 1.3202 1.3320 
312.0 0.2217 0.0016 1.2028 1.2217 1.2409 1.2603 1.2800 1.2999 1.3200 1.3319 
312.5 0.2216 0.0016 1.2027 1.2217 1.2408 1.2602 1.2799 1.2998 1.3199 1.3318 
313.1 0.2215 0.0016 1.2026 1.2216 1.2408 1.2602 1.2798 1.2997 1.3198 1.3316 
313.6 0.2215 0.0016 1.2025 1.2215 1.2407 1.2601 1.2797 1.2995 1.3197 1.3315 
314.2 0.2214 0.0016 1.2025 1.2214 1.2406 1.2600 1.2796 1.2994 1.3196 1.3314 
314.8 0.2213 0.0015 1.2024 1.2213 1.2405 1.2599 1.2795 1.2993 1.3194 1.3313 
315.3 0.2212 0.0015 1.2023 1.2213 1.2404 1.2598 1.2794 1.2992 1.3193 1.3311 
315.9 0.2212 0.0015 1.2023 1.2212 1.2403 1.2597 1.2793 1.2991 1.3192 1.3310 
316.4 0.2211 0.0015 1.2022 1.2211 1.2402 1.2596 1.2792 1.2990 1.3191 1.3309 
317.0 0.2210 0.0015 1.2021 1.2210 1.2402 1.2595 1.2791 1.2989 1.3190 1.3308 
317.6 0.2210 0.0015 1.2020 1.2210 1.2401 1.2594 1.2790 1.2988 1.3189 1.3307 
318.1 0.2209 0.0015 1.2020 1.2209 1.2400 1.2593 1.2789 1.2987 1.3187 1.3305 
318.7 0.2208 0.0015 1.2019 1.2208 1.2399 1.2592 1.2788 1.2986 1.3186 1.3304 
319.3 0.2207 0.0015 1.2018 1.2207 1.2398 1.2591 1.2787 1.2985 1.3185 1.3303 
319.8 0.2207 0.0015 1.2018 1.2207 1.2397 1.2591 1.2786 1.2984 1.3184 1.3302 
320.4 0.2206 0.0015 1.2017 1.2206 1.2397 1.2590 1.2785 1.2983 1.3183 1.3301 
320.9 0.2205 0.0015 1.2016 1.2205 1.2396 1.2589 1.2784 1.2982 1.3182 1.3300 
321.5 0.2205 0.0014 1.2016 1.2204 1.2395 1.2588 1.2783 1.2981 1.3181 1.3298 
322.1 0.2204 0.0014 1.2015 1.2204 1.2394 1.2587 1.2782 1.2980 1.3180 1.3297 
322.6 0.2203 0.0014 1.2014 1.2203 1.2393 1.2586 1.2781 1.2979 1.3179 1.3296 
323.2 0.2203 0.0014 1.2014 1.2202 1.2393 1.2585 1.2780 1.2978 1.3178 1.3295 
